Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
6/30/21,251459,,Brooklyn,Kings,NY,11238,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,6/26/20,7/22/20,Complete,"Brooklyn SolarWorks, LLC",SMA America,SB3.8-1SP-US-40 [208V],1,LG Electronics Inc.,LG375Q1C-V5,9,31120.16,675,3.38,4265,,No,No,No,POINT (-73.963817 40.67988)
6/30/21,259710,,Bronx,Bronx,NY,10466,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/3/20,11/12/20,Complete,Kamtech Restoration Corp,SunPower,SPR-E20-327-E-AC [240V],11,Sunpower,SPR-E20-327-E-AC,11,29696,719,3.6,4135,,No,No,No,POINT (-73.846822 40.891057)
6/30/21,262597,,Cambria Heights,Queens,NY,11411,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/15/20,12/2/20,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],13,"S-Energy Co., Ltd.",SN310M-10T,13,38087,806,4.03,3906,,No,No,No,POINT (-73.736117 40.694354)
6/30/21,62748,5098-92837,Wyandanch,Suffolk,NY,11798,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,3/10/16,7/27/16,Complete,NRG Residential Solar Solutions,Enphase Energy,M215-60-2LL-S2X-IG,16,Jinko Solar,JKM260P-60B,16,13350,574,4.16,3954,No,No,No,No,POINT (-73.365346 40.752907)
6/30/21,104087,,Bronx,Bronx,NY,10466,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,1/23/18,9/5/18,Complete,Trinity Solar (dba for Trinity Heating and Air),SolarEdge Technologies Ltd.,SE3000H-US [240V],1,"Jinko Solar Co., Ltd",JKM290M-60HB,8,12800,928,2.32,3048,,No,No,No,POINT (-73.846822 40.891057)
6/30/21,163686,,Orchard Park,Erie,NY,14127,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,12/7/18,4/3/19,Complete,"Solcius, LLC",SolarEdge Technologies Ltd.,SE3800H-US [240V],1,SolarWorld Industries GmbH,Sunmodule Plus SW 290 mono black,9,38921,914,2.61,2809,,No,No,No,POINT (-78.749616 42.759115)
6/30/21,301473,,New Rochelle,Westchester,NY,10801,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,4/6/21,,Pipeline,,SunPower,SPR-A400-G-AC [240V],12,Sunpower,SPR-A400-G-AC,12,18144.01,576,4.8,3942,,No,No,No,POINT (-73.785079 40.917133)
6/30/21,277491,,Brooklyn,Kings,NY,11234,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2/12/21,2/22/21,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],9,LG Electronics Inc.,LG350N1C-V5,9,11277,630,3.15,3659,,No,No,No,POINT (-73.919271 40.615992)
6/30/21,20330,4116-53619,Lockport,Niagara,NY,14094,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,11/21/14,4/1/15,Complete,"Solar Liberty Energy Systems, Inc.",SolarEdge Technologies,SE7600 (240V),1,Silevo,Triex U295,3,2876.24,708,0.89,883,No,No,No,No,POINT (-78.693851 43.157671)
6/30/21,60204,5137-86321,Bay Shore,Suffolk,NY,11706,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,1/11/16,4/6/16,Complete,Sungevity Development LLC,ABB,PVI-3.8-OUTD-S-US-A (240V),1,Trina Solar,TSM-255PD05.05,16,15177.6,816,4.08,5208,No,No,No,No,POINT (-73.255404 40.729218)
6/30/21,153753,,Brooklyn,Kings,NY,11208,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,10/2/18,3/12/19,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,LG Electronics Inc.,LG330N1C-A5,15,24254.99,876,4.95,3944,,No,No,No,POINT (-73.872692 40.673742)
6/30/21,83978,,Homer,Cortland,NY,13077,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,4/19/17,11/17/17,Complete,Sungevity Inc,SolarEdge Technologies Ltd.,SE10000A-US (240V),1,Trina Solar,TSM-285DD05A.05(II),42,34789,,11.97,14735,,No,No,No,POINT (-76.197251 42.700003)
6/30/21,185753,,Queens,Queens,NY,11427,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,5/14/19,11/4/19,Complete,SunRun Inc.,Enphase Energy Inc.,IQ6-60-x-US [208V],10,Trina Solar,TSM-280DD05A.05(II),10,10760.4,840,2.8,3139,,No,No,No,POINT (-73.749551 40.729539)
6/30/21,48239,5321-0332-Financing,Bayshore,Suffolk,NY,11706,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,8/18/16,1/31/17,Complete,Long Island Power Solutions,Enphase Energy,M215-60-2LL-S2X-IG-ZC-NA,50,Hyundai Heavy Industries,HiS-S280RG(BK),50,42554.5,,14,12040,No,No,No,Yes,POINT (-73.255404 40.729218)
6/30/21,160738,,BROOKLYN,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,11/7/18,5/30/19,Complete,Vivint Solar Development LLC,Enphase Energy Inc.,IQ6-60-x-US [240V],10,JA Solar,JAM60S01-295/PR,10,8498.5,885,2.95,3546,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,40235,5098-81129,Franklin Square,Nassau,NY,11010,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,11/18/15,12/16/15,Complete,NRG Residential Solar Solutions,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),17,LG Electronics Solar Cell Division,LG275S1C-B3,17,16900,935,4.68,5688,No,No,No,No,POINT (-73.675229 40.700894)
6/30/21,40591,4629-81661-GJ,East Islip,Suffolk,NY,11730,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,2/29/16,4/4/17,Complete,Harvest Power,SolarEdge Technologies,SE6000 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG300N1C-G4,23,28900,773,6.9,5121,No,No,No,Yes,POINT (-73.177675 40.729397)
6/30/21,277701,,Copiague,Suffolk,NY,11726,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/24/20,3/10/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],18,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,18,24875.02,,6.12,7878,,No,No,Yes,POINT (-73.396371 40.680225)
6/30/21,59849,5324-82208,Babylon,Suffolk,NY,11702,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,1/5/16,4/12/16,Complete,"NY SunEdison Residential Services, LLC",SolarEdge Technologies,SE6000 (240V) w/ -ER-US or A-US,1,Sun Edison,SE-F270KzD-3y,18,23000.08,603,4.86,4167,No,No,No,No,POINT (-73.380416 40.653301)
6/30/21,58887,4944-79297,Elmont,Nassau,NY,11003,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,10/29/15,2/10/16,Complete,SunRun Inc.,ABB,PVI-3.6-OUTD-S-US-A (240V),1,REC Solar,REC275TP,15,12716,825,4.13,5186,No,No,No,No,POINT (-73.705417 40.699473)
6/30/21,232177,,Yonkers,Westchester,NY,10703,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,1/29/20,9/30/20,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],8,LG Electronics Inc.,LG350N1C-V5,8,10276,840,2.8,2659,,No,No,No,POINT (-73.880829 40.957068)
6/30/21,261702,,Springfield Gardens,Queens,NY,11413,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,11/19/20,3/17/21,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],14,LG Electronics Inc.,LG350N1C-V5,14,16219,980,4.9,5228,,No,No,No,POINT (-73.750319 40.672267)
6/30/21,162453,,Oakland Gardens,Queens,NY,11364,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,11/15/18,2/15/19,Complete,SunRun Inc.,SMA America,SB3.0-1SP-US-40 [240V],1,REC Solar,REC290TP2 BLK,11,6203,517,3.19,2357,,No,No,No,POINT (-73.760292 40.746405)
6/30/21,165977,,Islip Terrace,Suffolk,NY,11752,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/11/18,2/28/19,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE6000H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,19,23871.6,,6.84,7024,,No,No,Yes,POINT (-73.182662 40.755051)
6/30/21,288528,,Brooklyn,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,3/9/21,4/21/21,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [208V],11,LG Electronics Inc.,LG370Q1C-V5,11,49171,814,4.07,4727,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,41861,4704-84723,Bay Shore,Suffolk,NY,11706,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,12/17/15,4/28/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,12,17472,487,3.12,4060,No,No,No,No,POINT (-73.255404 40.729218)
6/30/21,119563,,Staten Island,Richmond,NY,10302,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,5/4/18,8/21/18,Complete,Sunnova Energy Corp.,Enphase Energy Inc.,IQ6-60-x-US [240V],16,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 305,16,15655.5,937,4.88,4236,,No,No,No,POINT (-74.137921 40.630538)
6/30/21,220600,,Staten Island,Richmond,NY,10314,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,11/13/19,12/4/19,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,LG Electronics Inc.,LG330N1C-A5,10,13913,663,3.3,2966,,No,No,No,POINT (-74.152798 40.604049)
6/30/21,262397,,Richmond Hill,Queens,NY,11418,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/12/20,10/14/20,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],11,"S-Energy Co., Ltd.",SN310M-10T,11,36500,682,3.41,3960,,No,No,No,POINT (-73.832798 40.69846)
6/30/21,59924,5098-90838,Brentwood,Suffolk,NY,11717,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,2/18/16,7/29/16,Complete,NRG Residential Solar Solutions,Enphase Energy,M215-60-2LL-S2X-IG,10,Canadian Solar,CS6P-260P,10,9845,500,2.5,2808,No,No,No,No,POINT (-73.247736 40.78528)
6/30/21,283839,,Pelham,Westchester,NY,10803,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,1/7/21,2/25/21,Complete,SunRun Inc.,Delta Electronics,M4-TL-US [240V],1,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-315M,13,16569,819,4.1,5380,,No,No,No,POINT (-73.807326 40.901353)
6/30/21,293867,,Brooklyn,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,2/27/21,6/8/21,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,LG Electronics Inc.,LG350N1C-V5,15,17167.51,641,5.25,4311,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,262205,,South Ozone Park,Queens,NY,11420,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/11/20,10/15/20,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [208V],13,"S-Energy Co., Ltd.",SN310M-10T,13,44150,806,4.03,4267,,No,No,No,POINT (-73.815675 40.673382)
6/30/21,2470,17946-125,Fort Edward,,NY,12828,Residential,Residential/Small Commercial,ARRA Projects,National Grid,,3/16/12,3/16/12,Complete,Tesla Energy Operations Inc.,Fronius USA,IG Plus 5.0-240,2,Yingli Energy (China),YL235P-29b,33,,,7.76,16451,,No,No,No,POINT (-73.579351 43.256199)
6/30/21,270589,,Pleasantville,Westchester,NY,10570,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,10/16/20,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],22,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,22,16840,987,7.48,6488,,No,No,No,POINT (-73.789107 41.131526)
6/30/21,192846,,East Norwich,Nassau,NY,11732,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/2/19,10/11/19,Complete,Hytech Solar Inc,Enphase Energy Inc.,IQ7-60-x-US [240V],19,"Jinko Solar Co., Ltd",JKM310M-60L,19,24659,,5.89,6263,,No,No,Yes,POINT (-73.536165 40.844108)
6/30/21,262601,,Middle Village,Queens,NY,11379,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/15/20,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [208V],12,LG Electronics Inc.,LG375Q1C-V5,12,35764,900,4.5,4911,,No,No,No,POINT (-73.879641 40.718337)
6/30/21,295585,,WANTAGH,Nassau,NY,11793,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/5/21,4/26/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],19,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,19,29104.01,,7.22,8246,,No,No,Yes,POINT (-73.510289 40.683611)
6/30/21,244413,,Yonkers,Westchester,NY,10703,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,4/24/20,2/10/21,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],12,REC Solar,REC310TP2M,12,11286,484,3.72,3284,,No,No,No,POINT (-73.880829 40.957068)
6/30/21,280466,,Ozone Park,Queens,NY,11416,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,3/5/21,4/19/21,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],10,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,10,38366,640,3.2,3673,,No,No,No,POINT (-73.850201 40.684748)
6/30/21,120375,,Hewlett,New York,NY,11557,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/10/18,10/31/18,Complete,"Solar Dad & Sons, Inc.",Enphase Energy Inc.,IQ6-60-ACM-US [240V],24,Hyundai Heavy Industries Green Energy Co.,HiS-S290RG,24,32000,,6.96,8459,,No,No,Yes,POINT (-73.693296 40.639248)
6/30/21,230056,,Kings Park,Suffolk,NY,11754,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/3/20,1/28/20,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],16,"S-Energy Co., Ltd.",SN370M-10T,16,29625.9,,5.92,7146,,No,No,Yes,POINT (-73.24573 40.885947)
6/30/21,241026,,Rosedale,Nassau,NY,11422,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,4/8/20,9/24/20,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],7,LG Electronics Inc.,LG350N1C-V5,7,9016,490,2.45,2406,,No,No,No,POINT (-73.73468 40.663668)
6/30/21,313410,,Staten Island,Richmond,NY,10312,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,6/16/21,,Pipeline,,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,"LONGi Green Energy Technology Co., Ltd.",LR4-60HPH-360M,9,10028,648,3.24,3865,,No,No,No,POINT (-74.178263 40.542961)
6/30/21,292622,,Brooklyn,Kings,NY,11224,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2/18/21,4/9/21,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],11,JA Solar,JAM60S10-340/MR,11,8588,748,3.74,3940,,No,No,No,POINT (-73.989839 40.576809)
6/30/21,240695,,Bronx,Bronx,NY,10466,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,3/17/20,7/2/20,Complete,SunPower Capital LLC,SunPower,SPR-E20-327-E-AC [208V],13,Sunpower,SPR-E20-327-E-AC,13,21255,850,4.25,5526,,No,No,No,POINT (-73.846822 40.891057)
6/30/21,267657,,South Richmond Hill,Queens,NY,11419,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,10/22/20,1/21/21,Complete,Sunnova Energy Corp.,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,14,14874.16,590,4.76,3986,,No,No,No,POINT (-73.822985 40.689125)
6/30/21,300373,,Bronx,Bronx,NY,10461,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,4/10/21,,Pipeline,,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],6,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,6,44957,408,2.04,2373,,No,No,No,POINT (-73.840311 40.846823)
6/30/21,250780,,East Elmhurst,Queens,NY,11369,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,6/23/20,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],14,LG Electronics Inc.,LG350N1C-V5,14,19355,980,4.9,5633,,No,No,No,POINT (-73.872334 40.763688)
6/30/21,244060,,Brooklyn,Kings,NY,11231,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,4/15/20,8/21/20,Complete,SunPower Capital LLC,SunPower,SPR-A415-G-AC [240V],9,Sunpower,SPR-A415-G-AC,9,21104.99,747,3.74,4334,,No,No,No,POINT (-74.003047 40.678692)
6/30/21,44602,4704-92605,Plainview,Nassau,NY,11803,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,3/8/16,8/31/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,REC Solar,REC260PE Z-LINK,6,8736,312,1.56,1919,No,No,No,No,POINT (-73.476569 40.781109)
6/30/21,262320,,Rosedale,Queens,NY,11422,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,10/9/20,2/1/21,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],11,LG Electronics Inc.,LG350N1C-V5,11,15323,770,3.85,4055,,No,No,No,POINT (-73.73468 40.663668)
6/30/21,308955,,Queens Village,Queens,NY,11427,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,5/19/21,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],19,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,19,22739.2,982,7.22,6610,,No,No,No,POINT (-73.749551 40.729539)
6/30/21,76108,,Shrub Oak,Westchester,NY,10588,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,12/15/16,5/23/17,Complete,Vivint Solar Development LLC,Enphase Energy,M215-60-2LL-S2X-IG,21,Trina Solar,TSM-260PD05.08,21,27177,983,5.46,3086,,No,No,No,POINT (-73.828637 41.331105)
6/30/21,264041,,KINGS PARK,Suffolk,NY,11754,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/26/20,11/30/20,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],25,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,25,31762.25,,8.5,9772,,No,No,Yes,POINT (-73.24573 40.885947)
6/30/21,274960,,ALBERTSON,Nassau,NY,11507,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/23/20,2/19/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],22,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,22,28800.58,,7.48,9312,,No,No,Yes,POINT (-73.651456 40.770726)
6/30/21,47597,4154-0225-Financing,Middle Island,Suffolk,NY,11953,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,7/11/16,10/28/16,Complete,Green Logic LLC,SMA America,SB5000TL-US-22 (240V),2,SunPower,SPR-E20-327,25,32725,,8.18,9472,No,No,No,Yes,POINT (-72.951129 40.884631)
6/30/21,122017,,Lindenhurst,Suffolk,NY,11757,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/30/18,9/18/18,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE3000H-US [240V],1,Silfab,SLA310M,11,21655.6,,3.41,3973,,No,No,Yes,POINT (-73.374734 40.690158)
6/30/21,283146,,Seaford,Nassau,NY,11783,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/22/21,4/13/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-US [240V],19,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,19,25838.91,,6.46,7130,,No,No,Yes,POINT (-73.491332 40.67888)
6/30/21,269129,,Corona,Queens,NY,11368,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,10/14/20,2/10/21,Complete,SunPower Capital LLC,SunPower,SPR-A410-G-AC [240V],6,Sunpower,SPR-A410-G-AC,6,13743.01,492,2.46,2794,,No,No,No,POINT (-73.854504 40.749412)
6/30/21,58967,4704-79357,Westbury,Nassau,NY,11590,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,10/29/15,7/18/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-5000-OUTD-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,20,29120,666,5.2,4602,No,No,No,No,POINT (-73.575268 40.75606)
6/30/21,121958,,Queens,Queens,NY,11436,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,5/26/18,7/30/18,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,REC Solar,REC290TP2,10,9926.7,626,2.9,2801,,No,No,No,POINT (-73.796836 40.675692)
6/30/21,266666,,Brooklyn,Kings,NY,11209,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,10/8/20,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],13,LG Electronics Inc.,LG350N1C-V5,13,15288,582,4.55,3932,,No,No,No,POINT (-74.030555 40.623133)
6/30/21,310467,,Pleasantville,Westchester,NY,10570,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,5/27/21,,Pipeline,,Delta Electronics,E4-TL-US [240V],1,JA Solar,JAM60S17-325/MR,15,31508.81,595,4.88,3908,,No,No,No,POINT (-73.789107 41.131526)
6/30/21,264231,,Brooklyn,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,10/22/20,,Pipeline,,SunPower,SPR-E20-327-E-AC [240V],13,Sunpower,SPR-E20-327-E-AC,13,35850,850,4.25,5282,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,273873,,Garden City,Nassau,NY,11530,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/3/20,5/12/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],27,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,27,35429,,10.26,11536,,No,No,Yes,POINT (-73.638954 40.727145)
6/30/21,133595,,Long Beach,Nassau,NY,11561,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/23/18,10/3/18,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE10000H-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,27,32397.3,,9.59,9982,,No,No,Yes,POINT (-73.660291 40.588332)
6/30/21,156671,,Airmont,Rockland,NY,10901,Residential,Residential/Small Commercial,PON 2112,Orange and Rockland Utilities,Power Purchase Agreement,10/31/18,6/3/19,Complete,Vivint Solar Development LLC,Enphase Energy Inc.,IQ6-60-x-US [240V],14,Hanwha Q Cells,Q.PEAK DUO BLK-G5 315,14,12630.3,556,4.41,2053,,No,No,No,POINT (-74.114529 41.126514)
6/30/21,66049,4154-461,Islip Terrace,Suffolk,NY,11752,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,9/13/16,1/27/17,Complete,Green Logic LLC,SMA America,SB6000TL-US-22 (240V),2,SunPower,SPR-E20-327,33,41795,,10.79,11593,,No,No,Yes,POINT (-73.182662 40.755051)
